branch,Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Type,Schedule_Queue_Count,is_LP_Migration_ON,GVT_Method,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Events_for_Starved_Objects,Sched_Event_Swaps_Success,Sched_Event_Swaps_Failed,Average_Memory_Usage_(MB)
master,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,5,28.5742,10000,12472241,42612,142468,2479,19058,4193,47707,144947,12525336,12369905,10786,206331,104,157
master,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,5,29.6621,10000,12551689,45906,221916,5773,23816,6982,63133,227689,12609223,12369906,10889,215447,189,160
master,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,5,29.0603,10000,12475241,43145,145468,3012,19621,4243,48697,148480,12527402,12369904,10764,206929,174,152
master,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,5,28.5938,10000,12437715,42153,107942,2020,14964,3222,37123,109962,12489438,12369906,10747,200792,149,153
master,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,5,29.7082,10000,12581829,46212,252056,6079,25793,8010,69352,258135,12640828,12369904,10911,219322,195,160
master,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,8,27.7883,10000,12452487,44399,122714,4266,17981,3562,79374,126980,12504465,12369905,10618,204118,158,162
master,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,8,27.9843,10000,12520156,42238,190383,2105,22495,5701,103264,192488,12571382,12369903,10681,212423,149,154
master,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,8,27.4427,10000,12463986,44416,134213,4283,16873,3904,75600,138496,12513675,12369906,10491,203915,151,163
master,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,8,28.7042,10000,12556216,47074,226443,6941,25046,7154,117518,233384,12618796,12369899,11120,217063,173,150
master,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,8,27.2701,10000,12439535,43396,109762,3263,17315,2880,72773,113025,12487531,12369906,10430,202767,169,149
master,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,10,26.9688,10000,12398593,43032,68820,2899,12560,1802,67484,71719,12445555,12369906,10402,196371,159,147
master,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,10,27.5491,10000,12500191,45188,170418,5055,21250,5155,125542,175473,12557454,12369905,10868,210009,171,163
master,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,10,26.9614,10000,12418373,44442,88598,4310,13646,2548,76771,92908,12469783,12369906,10640,198518,167,151
master,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,10,27.326,10000,12458793,44499,129020,4366,17800,3797,102152,133386,12511062,12369905,10626,204261,161,156
master,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,10,27.0401,10000,12471907,47311,142134,7178,19675,4136,112496,149312,12524134,12369903,10458,206957,172,147
UnifiedMainBranch,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,5,55.717,10000,15692239,66506,3362466,26373,235843,386825,1258434,3388839,15782021,12369906,11363,0,0,502
UnifiedMainBranch,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,5,56.2164,10000,16140959,80442,3811186,40309,243033,441797,1387313,3851495,16239923,12369902,11070,0,0,526
UnifiedMainBranch,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,5,55.721,10000,15819293,65392,3489520,25259,240878,399385,1296302,3514779,15920574,12369906,11876,0,0,498
UnifiedMainBranch,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,5,55.8213,10000,15702622,68931,3372849,28798,233812,394261,1269893,3401647,15814105,12369906,12510,0,0,507
UnifiedMainBranch,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,5,56.1106,10000,15816989,73066,3487216,32933,239468,402739,1300731,3520149,15932343,12369902,12356,0,0,498
UnifiedMainBranch,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,8,53.7128,10000,15762551,72254,3432778,32121,235225,398903,2267490,3464899,15860953,12369906,11655,0,0,483
UnifiedMainBranch,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,8,53.0956,10000,15710813,68945,3381040,28812,232592,395670,2247279,3409852,15807829,12369906,11259,0,0,486
UnifiedMainBranch,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,8,53.6613,10000,15729353,70633,3399580,30500,232560,397493,2253540,3430080,15822173,12369906,11337,0,0,487
UnifiedMainBranch,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,8,54.7558,10000,15806984,67765,3477211,27632,239564,402661,2302891,3504843,15939508,12369906,13209,0,0,477
UnifiedMainBranch,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,8,54.0851,10000,15819448,73014,3489675,32881,240689,401942,2301625,3522556,15941536,12369906,12372,0,0,477
UnifiedMainBranch,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,10,54.2175,10000,16014925,74115,3685152,33982,241658,425962,3102827,3719134,16125094,12369906,11817,0,0,489
UnifiedMainBranch,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,10,53.2609,10000,15724340,66318,3394565,26186,234220,394972,2913961,3420749,15817066,12369911,11320,0,0,474
UnifiedMainBranch,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,10,53.211,10000,15681529,69169,3351756,29036,234866,391386,2897521,3380792,15790395,12369906,12471,0,0,470
UnifiedMainBranch,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,10,53.943,10000,15944056,73497,3614283,33364,241013,419593,3071145,3647647,16063283,12369906,12413,0,0,478
UnifiedMainBranch,traffic,"mpirun-np2-hostolaf,honi./traffic_sim",20000,3,multiset,3,,asynchronous,10,53.006,10000,15742084,69962,3412311,29829,232109,400724,2934524,3442140,15830386,12369902,10876,0,0,479
